,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1CandidateList,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
379,I love this guy.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.626067,245,Timodc
380,You couldn't make him up if you tried,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.626067,245,Timodc
381,@puppymnkey him and King 2 matching souls RIGHT!,[],,0.0,nan,"['King 2', 'RIGHT']",King 2::*3*4*||RIGHT::*7*||,,0,,2019-01-27 15:38:44.626615,246,alargento
382,THIS GETS BETER EVERY DAY,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.626615,246,alargento
383,Carter Page: I've been to the mountaintop!!,[],,0.0,nan,['Carter Page'],Carter Page::*0*1*||,,2,,2019-01-27 15:38:44.626615,246,alargento
384,of what THE URALS,[],,0.0,nan,[],nan,,3,,2019-01-27 15:38:44.626615,246,alargento
385,≡ƒÿé≡ƒÿé≡ƒÿéThe replies are giving me life.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.627809,247,tins1222
386,"@realDonaldTrump Your staffer pal carter page, the failed  russia energy businessman, looks like he loves Vlad Putin and hates America.",[],,0.0,nan,"['Vlad Putin', 'America']",Vlad Putin::*15*16*||America::*19*||,,0,,2019-01-27 15:38:44.628135,248,Dougcooley5
387,@HeyTammyBruce WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016.,[],,0.0,nan,"['WaPo', 'FBI', 'Trump', 'Carter Page in 2016']",WaPo::*1*||FBI::*2*||Trump::*4*||Carter Page in 2016::*6*7*8*9*||,,0,,2019-01-27 15:38:44.629145,249,glennyork
388,'Only   American directly targeted with FISA warrant' by Dems &amp; Obama!,[],,0.0,nan,"['American', 'FISA', 'Dems', 'Obama']",American::*1*||FISA::*5*||Dems::*8*||Obama::*10*||,,1,,2019-01-27 15:38:44.629145,249,glennyork
389,Time to hope!,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.630728,250,MichaelDinNC
390,TIP of the ICEBERG waiting in the DARK for the TRUMP-PUTIN COLLUSION SHIP!,[],,0.0,Trumprussia,"['TIP of the ICEBERG', 'DARK', 'TRUMP-PUTIN COLLUSION SHIP']",TIP of the ICEBERG::*0*1*2*3*||DARK::*7*||TRUMP-PUTIN COLLUSION SHIP::*10*11*12*||,,0,,2019-01-27 15:38:44.630980,251,Isilchaser
391,COLLISION will occur SOON!,[],,0.0,Trumprussia,['SOON'],SOON::*3*||,,1,,2019-01-27 15:38:44.630980,251,Isilchaser
392,Check out Rep Swalwelll's @RepSwalwell webpage.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.632097,252,JeanneWoods18
393,He's made all the connections.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.632097,252,JeanneWoods18
394,As nominally as Campaign Manager Manaford.,[],,0.0,shitshow,['Campaign Manager Manaford'],Campaign Manager Manaford::*3*4*5*||,,0,,2019-01-27 15:38:44.632704,253,tummler10
395,Pertinent thread here!,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.633162,254,ErgoShow
396,Report: FISA court approved FBI's @EboniKWilliams @sheriffarpaio @FoxBusiness @America'sNewsHQ@adamhousley,[],,0.0,nan,"['FISA', ""FBI's""]",FISA::*1*||FBI's::*4*||,,0,,2019-01-27 15:38:44.633434,255,MorvantCheryl
397,Carter Page is Trending High in US.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.634058,256,TrendsIllinois
398,Visit  to see top trends every hour,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.634058,256,TrendsIllinois
399,IT IS TIME FOR IMPEACHMENT OF donald.,[],,0.0,nan,"['TIME', 'IMPEACHMENT']",TIME::*2*||IMPEACHMENT::*4*||,,0,,2019-01-27 15:38:44.634572,257,OPSVeracity
400,Revealed: FBI obtained FISA warrant to monitor former Trump adviser Carter Page,[],,0.0,nan,"['FBI', 'FISA', 'Trump', 'Carter Page']",FBI::*1*||FISA::*3*||Trump::*8*||Carter Page::*10*11*||,,0,,2019-01-27 15:38:44.635158,258,hotairblog
401,"Pepsi:  Thanks, United!",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.636162,259,amandahite
402,"United:  Thanks, Sean Spicer!",[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.636162,259,amandahite
403,"Sean Spicer:  Thanks, Carter Page!",[],,0.0,nan,[],nan,,2,,2019-01-27 15:38:44.636162,259,amandahite
404,Retweeted Fox News (@FoxNews):,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.636727,260,RiggyQueen
405,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser...,[],,0.0,nan,"['Carter Page', 'FBI', 'FISA']",Carter Page::*0*1*||FBI::*2*||FISA::*5*||,,1,,2019-01-27 15:38:44.636727,260,RiggyQueen
406,We Know What They Did Last Summer,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.637616,261,materia1wor1d
407,The news about Devin Nunes lying and Jeff Sessions meeting w/ Carter Page shows we need an independent commission and special counsel.,[],,0.0,nan,"['Devin Nunes', 'Jeff Sessions', 'Carter Page']",Devin Nunes::*3*4*||Jeff Sessions::*7*8*||Carter Page::*11*12*||,,0,,2019-01-27 15:38:44.637863,262,Zac_Petkanas
408,NOW.,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.637863,262,Zac_Petkanas
409,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser -  -,[],,0.0,"USPolitics, trump, potus","['Carter Page', 'FBI', 'FISA']",Carter Page::*0*1*||FBI::*2*||FISA::*5*||,,0,,2019-01-27 15:38:44.638900,263,diypotus
410,Holocaust Centers     Sean Spicer Carter Page,[],,0.0,"TCOT, MAGA, OurRevolution, TheResistance, dumpTrump, russiagate",[],nan,,0,,2019-01-27 15:38:44.639624,264,JustAnotherRich
411,Boom!,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.639945,265,DizzSA1
412,Dumbass confirmed,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.639945,265,DizzSA1
413,"KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nail",[],,0.0,nan,"['News of FISA Warrant', 'Carter Page', 'Flynn']",News of FISA Warrant::*1*2*3*4*||Carter Page::*6*7*||Flynn::*11*||,,0,,2019-01-27 15:38:44.640307,266,ProudlyLiberal2
414,The noose slowly tightens,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.641313,267,blainey
415,@SykesCharlie What is their stand on Carter Page and the FISA warrant?,[],,0.0,nan,"['Carter Page', 'FISA']",Carter Page::*6*7*||FISA::*10*||,,0,,2019-01-27 15:38:44.641571,268,nobs7401
416,"Yes, this!",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.642253,269,KathleenWoodw17
417,Follow the money!,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.642253,269,KathleenWoodw17
418,Bye bye Pagie!,[],,0.0,GrumpyTrumpy,['Pagie'],Pagie::*2*||,,0,,2019-01-27 15:38:44.642793,270,Christi22751000
419,Take  w/u!,[],,0.0,GrumpyTrumpy,[],,,1,,2019-01-27 15:38:44.642793,270,Christi22751000
420,"Let's ""Make Jailbirds Mate Again!""",[],,0.0,GrumpyTrumpy,[],nan,,2,,2019-01-27 15:38:44.642793,270,Christi22751000
421,"""probable cause to believe Page was acting as an agent of a foreign power, in this case Russia""",[],,0.0,nan,"['Page', 'Russia']",Page::*4*||Russia::*17*||,,0,,2019-01-27 15:38:44.643554,271,KnowYourObama
422,"Drip, drip, drip!",[],,0.0,TrumpRussiaCollusion,[],,,0,,2019-01-27 15:38:44.644488,272,AshleyElpern
423,@jeremyherb @CNN @jimsciutto @mkraju @ericbradner How does this WAPO story affect the CNN story?,[],,0.0,nan,"['WAPO', 'CNN']",WAPO::*8*||CNN::*12*||,,0,,2019-01-27 15:38:44.644784,273,ashsoles
424,BostonGlobe: The FBI obtained a warrant to monitor former Trump adviser Carter Page.,[],,0.0,nan,"['FBI', 'Trump', 'Carter Page']",FBI::*2*||Trump::*9*||Carter Page::*11*12*||,,0,,2019-01-27 15:38:44.645384,274,JamesRoy
425,Fuck this administration,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.646269,275,HenryB12
426,FBI had reason to believe during 2016 presidential campaign that Trump team included Russian agent or agents.,[],,0.0,nan,"['Trump', 'Russian']",Trump::*10*||Russian::*13*||,,0,,2019-01-27 15:38:44.646513,276,4free_Ukraine
427,Spicer: Oh man I should stop comparing things to historical figures this looks bad for me,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.647279,277,AJVicens
428,Carter Page:,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.647279,277,AJVicens
429,Now there's fire to go along with a ton of smoke.,[],,0.0,trumprussia,[],,,0,,2019-01-27 15:38:44.647860,278,YouCowardlyLion
430,Probably the most important of this story,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.648283,279,lieber2k
431,I'd be worried about Sean Spicer &amp; Carter Page,[],,0.0,TrumpRussia,"['Sean Spicer', 'Carter Page']",Sean Spicer::*4*5*||Carter Page::*7*8*||,,0,,2019-01-27 15:38:44.648687,280,ItIzBiz
432,"If I were a traitor under investigation 4 collusion w/ Russia, @realDonaldTrump",[],,0.0,TrumpRussia,['Russia'],Russia::*10*||,,1,,2019-01-27 15:38:44.648687,280,ItIzBiz
433,@thedailybeast: Report: FBI got FISA warrant to monitor Carter Page,[],,0.0,nan,"['Report', 'FBI', 'FISA', 'Carter Page']",Report::*1*||FBI::*2*||FISA::*4*||Carter Page::*8*9*||,,0,,2019-01-27 15:38:44.649699,281,New_Narrative
434,oh I dunno,[],,0.0,"Trump, WTF",[],,,0,,2019-01-27 15:38:44.650512,282,CharlizeTheroff
435,skittering about like a blinded cockroach seems to be the Hallmark of this Administration.,[],,0.0,"Trump, WTF","['Hallmark', 'Administration']",Hallmark::*10*||Administration::*13*||,,1,,2019-01-27 15:38:44.650512,282,CharlizeTheroff
436,What you need to know about former Trump adviser Carter Page,[],,0.0,nan,"['Trump', 'Carter Page']",Trump::*7*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.651296,283,shift_in2_turbo
437,Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast,[],,0.0,nan,"['FBI Got FISA Warrant', 'Monitor Carter Page']",FBI Got FISA Warrant::*1*2*3*4*||Monitor Carter Page::*6*7*8*||,,0,,2019-01-27 15:38:44.651947,284,BaskotaAyed
438,.If only page could send tomahawks somewhere,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.652784,285,sunnypeaceful01
439,Sean Spicer falling flat on his ass.,[],,0.0,nan,['Sean Spicer'],Sean Spicer::*0*1*||,,0,,2019-01-27 15:38:44.653173,286,EricRobertson
440,Carter Page under FISA warrant.,[],,0.0,nan,"['Carter Page', 'FISA']",Carter Page::*0*1*||FISA::*3*||,,1,,2019-01-27 15:38:44.653173,286,EricRobertson
441,Susan Rice exonerated by Dem AND GOP lawmakers.,[],,0.0,nan,"['Susan Rice', 'Dem', 'GOP']",Susan Rice::*0*1*||Dem::*4*||GOP::*6*||,,2,,2019-01-27 15:38:44.653173,286,EricRobertson
442,Am I dreaming?,[],,0.0,nan,[],,,3,,2019-01-27 15:38:44.653173,286,EricRobertson
443,"Thank you, @LouiseMensch for breaking this story.",[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.654711,287,Analogbear
444,"I don't always agree with your politics (well, never), but YOU got the scoop.",[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.654711,287,Analogbear
445,Let me get this straight.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.655428,288,TespGames
446,The left is cheering the unmasking of private citizen Carter Page ?,[],,0.0,nan,['Carter Page'],Carter Page::*9*10*||,,1,,2019-01-27 15:38:44.655428,288,TespGames
447,This should scare the hell out of you.,[],,0.0,nan,[],,,2,,2019-01-27 15:38:44.655428,288,TespGames
448,FBI obtained FISA warrant to monitor former Trump adviser Carter Page.,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.656475,289,richardlorello
449,Cause to believe he was agent of Russia,[],,0.0,nan,['Russia'],Russia::*7*||,,1,,2019-01-27 15:38:44.656475,289,richardlorello
450,.......he can lead the @fbi to big &amp; bigger elephants in room.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.657724,290,jcbriones
451,"Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery.",[],,0.0,nan,"['Sean Spicer on Hitler', ""Carter Page's"", 'MLK']",Sean Spicer on Hitler::*3*4*5*6*||Carter Page's::*11*12*||MLK::*15*||,,0,,2019-01-27 15:38:44.657871,291,MsEntropy
452,"""...carter...page...now theres a name i havent heard in years..""",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.658904,292,darth
453,"So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap.",[],,0.0,nan,"['Russian Agent', 'Carter Page', 'Mike Flynn', ""Trump's""]",Russian Agent::*5*6*||Carter Page::*7*8*||Mike Flynn::*13*14*||Trump's::*22*||,,0,,2019-01-27 15:38:44.659124,293,cpv820_valente
454,FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,[],,0.0,nan,"['Carter Page', 'FBI', 'FISA']",Carter Page::*1*2*||FBI::*3*||FISA::*6*||,,0,,2019-01-27 15:38:44.660324,294,House_Insider
455,"""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin.",[],,0.0,nan,['Russian'],Russian::*7*||,,0,,2019-01-27 15:38:44.661359,295,stanveuger
456,@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration?,[],,0.0,nan,"['Jeff Sessions', 'Carter Page', 'Trump']",Jeff Sessions::*2*3*||Carter Page::*5*6*||Trump::*9*||,,0,,2019-01-27 15:38:44.661967,296,SandraPitts14
457,ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN?,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.662751,297,DianaCialino
458,My money's on Carter Page.,[],,0.0,nan,['Carter Page'],Carter Page::*3*4*||,,1,,2019-01-27 15:38:44.662751,297,DianaCialino
459,"if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.663477,298,mgerrydoyle
460,My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,[],,0.0,nan,['Carter Page'],Carter Page::*15*16*||,,0,,2019-01-27 15:38:44.663619,299,JohnFugelsang
461,@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others.,[],,0.0,nan,['Carter Page'],Carter Page::*11*12*||,,0,,2019-01-27 15:38:44.664269,300,ColoradoHeathen
462,They're traitors for the obfuscation.,[],,0.0,nan,[],,,1,,2019-01-27 15:38:44.664269,300,ColoradoHeathen
463,"@RVAwonk And it was Carter Page, like I thought!!",[],,0.0,nan,['Carter Page'],Carter Page::*4*5*||,,0,,2019-01-27 15:38:44.665068,301,Utleyjacobite
464,"FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow""",[],,0.0,trumprussia,"['Page', 'Moscow']",Page::*2*||Moscow::*11*||,,0,,2019-01-27 15:38:44.665549,302,karelvetrovec
465,This is gettin good,[],,0.0,trumprussia,[],,,1,,2019-01-27 15:38:44.665549,302,karelvetrovec
466,@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝,[],,0.0,nan,['Sessions'],Sessions::*2*||,,0,,2019-01-27 15:38:44.666462,303,Tam_Resist
467,"""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said",[],,0.0,nan,"['Since the 90-day', 'FISA']",Since the 90-day::*0*1*2*||FISA::*16*||,,0,,2019-01-27 15:38:44.666846,304,jwomack
468,@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative.,[],,0.0,nan,"['LATEST', 'Nunes', 'Carter Page']",LATEST::*2*||Nunes::*5*||Carter Page::*11*12*||,,0,,2019-01-27 15:38:44.667711,305,EunuchTrump
469,obtained  warrant to monitor former  adviser,[],,0.0,"FBI, FISA, Trump, CarterPage",[],nan,,0,,2019-01-27 15:38:44.668665,306,Spam4Trump
470,Looks like there is something there.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.668815,307,Tweetypot
471,.Faaaaaaaaaaaaaaaacts,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.669039,308,sunnypeaceful01
472,I'm soooo excited!!,[],,0.0,"Trumprussia, TheResistance, russiagate",[],,,0,,2019-01-27 15:38:44.669233,309,RJG507089
473,"As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment!",[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.669512,310,RudyTejano
474,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page', 'Washington Post']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||,,0,,2019-01-27 15:38:44.670186,311,tahoecalif
475,@oreillyfactor Trump advisor under investigation for colluding with Russia.,[],,0.0,nan,"['Trump', 'Russia']",Trump::*1*||Russia::*8*||,,0,,2019-01-27 15:38:44.671236,312,bercbon4
476,A LEGAL FISA warrant.,[],,0.0,nan,['LEGAL FISA'],LEGAL FISA::*1*2*||,,1,,2019-01-27 15:38:44.671236,312,bercbon4
477,Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,[],,0.0,nan,"['Top News', 'FBI', 'FISA', 'Trump', 'Carter Page', 'Washington Post']",Top News::*0*1*||FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,,0,,2019-01-27 15:38:44.672218,313,FlabinAlert
478,@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,[],,0.0,nan,"['FBI', ""Hillary's Andrew McCabe"", 'Lynch', 'Obama', 'Rice', 'Donald Trump']",FBI::*1*||Hillary's Andrew McCabe::*3*4*5*||Lynch::*10*||Obama::*11*||Rice::*12*||Donald Trump::*16*17*||,,0,,2019-01-27 15:38:44.673421,314,glennyork
479,Carter Page,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.673421,314,glennyork
480,Imagine if Hillary had so many Russian ties.,[],,0.0,nan,"['Hillary', 'Russian']",Hillary::*2*||Russian::*6*||,,0,,2019-01-27 15:38:44.674822,315,colin_havens
481,Imagine if she had so many people in her campaign linked to Putin himself,[],,0.0,nan,['Putin'],Putin::*12*||,,1,,2019-01-27 15:38:44.674822,315,colin_havens
482,Dude.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.675958,316,katherinemiller
483,This is really fucking incredible.,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.676147,317,lakefxdan
484,One does not simply walk into FISA Court with mere suspicions.,[],,0.0,nan,['FISA Court'],FISA Court::*6*7*||,,1,,2019-01-27 15:38:44.676147,317,lakefxdan
485,Still is?,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.676945,318,ofpeopl
486,But remember the real issue is the leaks from Obama officials that may or may not have happened,[],,0.0,nan,['Obama'],Obama::*9*||,,0,,2019-01-27 15:38:44.677172,319,Steven_Strauss
487,"World News; ""FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post""",[],,0.0,nan,"['World News', 'FBI', 'FISA', 'Trump', 'Carter Page', 'Washington Post']",World News::*0*1*||FBI::*2*||FISA::*4*||Trump::*9*||Carter Page::*11*12*||Washington Post::*14*15*||,,0,,2019-01-27 15:38:44.677840,320,Ubertr0_nNub
488,"BREAKING: There's smoke, &amp; now fire.",[],,0.0,"resist, trumprussia",[],,,0,,2019-01-27 15:38:44.679013,321,BanditRandom
489,FBI rec'd FISA warrant to watch DT advisor Carter Page.,[],,0.0,"resist, trumprussia","['FISA', 'DT', 'Carter Page']",FISA::*2*||DT::*6*||Carter Page::*8*9*||,,1,,2019-01-27 15:38:44.679013,321,BanditRandom
490,When will he sing?,[],,0.0,nan,[],,,0,,2019-01-27 15:38:44.679944,322,criticalblah
491,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser |,[],,0.0,nan,"['Carter Page', 'FBI', 'FISA']",Carter Page::*0*1*||FBI::*2*||FISA::*5*||,,1,,2019-01-27 15:38:44.679944,322,criticalblah
492,FBI received warrant to monitor Trump adviser Carter Page: report,[],,0.0,nan,"['Trump', 'Carter Page']",Trump::*5*||Carter Page::*7*8*||,,0,,2019-01-27 15:38:44.680902,323,AmericanCFLFan
493,How about some American news?,[],,0.0,nan,['American'],American::*3*||,,0,,2019-01-27 15:38:44.681547,324,therepublitard
494,"If you are looking for topics, there's Holocaust Centers, Nunes and Carter Page, @oreillyfactor",[],,0.0,nan,"['Holocaust Centers', 'Nunes', 'Carter Page']",Holocaust Centers::*7*8*||Nunes::*9*||Carter Page::*11*12*||,,1,,2019-01-27 15:38:44.681547,324,therepublitard
495,@morninggloria may want to focus on this one tho:,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.682714,325,the1duncan
496,"trump is going down, trump is going down, trump is going down",[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.682894,326,KnowYourObama
497,"QUESTION: ""Announcing your foreign policy team shortly Any you can share with us?""",[],,0.0,nan,['Announcing'],Announcing::*1*||,,0,,2019-01-27 15:38:44.683059,327,OscarNunezLA
498,"TRUMP: ""Carter Page, PhD",[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.683059,327,OscarNunezLA
499,"Oh, I dunno, maybe two toddlers with nukes off the Korean Peninsula and one of them has had a really bad day?",[],,0.0,nan,['Korean Peninsula'],Korean Peninsula::*10*11*||,,0,,2019-01-27 15:38:44.684043,328,revanner
500,@LouiseMensch FISA warrant was issued on Carter Page ... breaking on MSNBC,[],,0.0,nan,"['FISA', 'Carter Page', 'MSNBC']",FISA::*1*||Carter Page::*6*7*||MSNBC::*10*||,,0,,2019-01-27 15:38:44.684952,329,KarenBlumentha1
501,Devin Nunes and Carter Page stories hitting at the same time ... expect an AM potus tweet storm... or we bomb Syria again ≡ƒñö,[],,0.0,nan,"['Devin Nunes', 'Carter Page', 'Syria']",Devin Nunes::*0*1*||Carter Page::*3*4*||Syria::*20*||,,0,,2019-01-27 15:38:44.685818,330,JamBrandMrktng
502,"Trump: ""We are not going into Syria"".",[],,0.0,reeee,['Syria'],Syria::*6*||,,0,,2019-01-27 15:38:44.686955,331,atkhelo
503,"Media: ""SEAN SPICER IS AN ANTI SEMITE HOLOCAUST DENIER AND CARTER PAGE IS A RUSSIAN AGENT!!!""",[],,0.0,reeee,[],nan,,1,,2019-01-27 15:38:44.686955,331,atkhelo
504,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post NOTHING TO C HERE FOLKS!,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page', 'Washington Post', 'FOLKS']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*13*14*||FOLKS::*19*||,,0,,2019-01-27 15:38:44.687803,332,SallySellers54
505,"Carter Page, Former Trump Adviser, Monitored Last Summer By FBI Over Russian Contacts",[],,0.0,"tcot, news, variety",[],nan,,0,,2019-01-27 15:38:44.689029,333,littlebytesnews
506,FISA court granted FBI authority to monitor Trump adviser Carter Page during campaign:,[],,0.0,TrumpRussiaCollusion,"['FBI', 'Trump', 'Carter Page']",FBI::*3*||Trump::*7*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.689385,334,4citkane
507,@KeithOlbermann So Does This Mean The FBI Was Listening to Every Conversation PAGE Had....TRUMP Loved Carter Page.,[],,0.0,nan,"['Mean The FBI', 'Listening', 'Conversation PAGE', 'TRUMP Loved Carter Page']",Mean The FBI::*4*5*6*||Listening::*8*||Conversation PAGE::*11*12*||TRUMP Loved Carter Page::*14*15*16*17*||,,0,,2019-01-27 15:38:44.690251,335,Bulldawg2482
508,..Interesting?,[],,0.0,nan,[],nan,,1,,2019-01-27 15:38:44.690251,335,Bulldawg2482
509,????,[],,0.0,nan,[],,,2,,2019-01-27 15:38:44.690251,335,Bulldawg2482
510,FBI obtained FISA warrant to monitor former Trump adviser Carter Page,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.691543,336,rxflg
511,FBI had FISA warrant to snoop on ex-Trump adviser Carter Page: report,[],,0.0,finance,"['FISA', 'Carter Page']",FISA::*2*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.692556,337,financeprnews
512,AND Republican FBI Director Comey REFUSED to tell voters during the election,[],,0.0,"carterpage, traitortrump, Trumprussia",['Republican FBI Director Comey REFUSED'],Republican FBI Director Comey REFUSED::*1*2*3*4*5*||,,0,,2019-01-27 15:38:44.693249,338,pqpolitics
513,A FISA warrant investigated Carter Page.,[],,0.0,nan,"['FISA', 'Carter Page']",FISA::*1*||Carter Page::*4*5*||,,0,,2019-01-27 15:38:44.693835,339,kaykas
514,Unprecedented.,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.694414,340,darlin
515,A federal court found probable cause an advisor to the next president of the United States was acting,[],,0.0,nan,['United States'],United States::*14*15*||,,1,,2019-01-27 15:38:44.694414,340,darlin
516,"And with""Carter Page"" lets take back the peoples house @realdonaldtrump @mike_pence @jaredkushner made it Russias house",[],,0.0,"Resist, Trumprussia","['Page', 'Russias']",Page::*2*||Russias::*14*||,,0,,2019-01-27 15:38:44.695141,341,Itsafairday
517,Carter Page comparing himself to MLK.,[],,0.0,nan,"['Carter Page', 'MLK']",Carter Page::*0*1*||MLK::*5*||,,0,,2019-01-27 15:38:44.695830,342,bstrawbridge
518,"Spicer's Hitler ""analogy.""",[],,0.0,nan,"[""Spicer's Hitler""]",Spicer's Hitler::*0*1*||,,1,,2019-01-27 15:38:44.695830,342,bstrawbridge
519,What is going on?,[],,0.0,nan,[],,,2,,2019-01-27 15:38:44.695830,342,bstrawbridge
520,AND....in other news:  FBI did obtain a legal FISA warrant.,[],,0.0,trumprussia,"['FBI', 'FISA']",FBI::*4*||FISA::*9*||,,0,,2019-01-27 15:38:44.696774,343,LisaMorrellRRT
521,On Carter Page.,[],,0.0,trumprussia,[],nan,,1,,2019-01-27 15:38:44.696774,343,LisaMorrellRRT
522,This is a big fucking deal,[],,0.0,trumprussia,[],,,2,,2019-01-27 15:38:44.696774,343,LisaMorrellRRT
523,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,[],,0.0,nan,"['FISA', 'Trump', 'Carter Page', 'Washington Post']",FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*12*13*||,,0,,2019-01-27 15:38:44.697724,344,lzodevelopment
524,obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,[],,0.0,"F4F, RT, news, FBI","['FISA', 'Trump', 'Carter Page', 'Washington Post']",FISA::*1*||Trump::*6*||Carter Page::*8*9*||Washington Post::*11*12*||,,0,,2019-01-27 15:38:44.698715,345,WorldNews707
525,Report: FISA court approved FBI's request to spy on Carter Page,[],,0.0,nan,"['FISA', ""FBI's"", 'Carter Page']",FISA::*1*||FBI's::*4*||Carter Page::*9*10*||,,0,,2019-01-27 15:38:44.699587,346,hrothenb
526,this is the dumbest show on television,[],,0.0,nan,[],nan,,0,,2019-01-27 15:38:44.700483,347,mikescalise
